7/20/13,41
7/21/13,39
7/22/13,144
7/23/13,149
7/24/13,165
7/25/13,134
7/26/13,99
7/27/13,26
7/28/13,46
7/29/13,120
7/30/13,129
7/31/13,123
8/1/13,102
8/2/13,143
8/3/13,31
8/4/13,40
8/5/13,105
8/6/13,104
8/7/13,148
8/8/13,136
8/9/13,128
8/10/13,49
8/11/13,61
8/12/13,183
8/13/13,158
8/14/13,138
8/15/13,182
8/16/13,89
8/17/13,38
8/18/13,58
8/19/13,137
8/20/13,184
8/21/13,185
8/22/13,165
8/23/13,113
